MM03,ARI Status,Material,Material Type,Product home,Material Description Andritz,Basic material,Code Material,Andritz Standard Text,Andritz Material Code,Material Group,Product hierarchy,Follow up material,X-plant matl status,Andrtiz Reuse Indicator,Base Unit of Measure,Net Weight,Weight unit,Length,Width,Height,Diameter,Thickness,Unit of Dimension,Created by,Created On
@A6@,,131968958,ZSTD,9008,HEX NUT ISO4032 | - M24 - | 5 ISO898-2 | #1#,5 ISO898-2,1,400013,2500 43 08 100,210401000,9008,,30,21,PC,0.110,KG,0,0,0,0,0,MM,GRZPAT11,5/12/2010
@A6@,,131968959,ZSTD,9008,HEX NUT ISO4032 | - M12 - | 5 ISO898-2 | #1#,5 ISO898-2,1,400013,2500 43 08 100,210401000,9008,,30,21,PC,0.017,KG,0,0,0,0,0,MM,GRZPAT11,5/12/2010
@A6@,,131968960,ZSTD,9008,HEX NUT ISO4032 | - M16 - | 5 ISO898-2 | ZINC-PLATED | #1#,5 ISO898-2,1,400013,2500 43 08 100,210401000,9008,,30,59,PC,0.030,KG,0,0,0,0,0,MM,GRZPAT11,5/12/2010
@A6@,,131968961,ZSTD,9008,HEX NUT ISO4032 | - M12 - | 5 ISO898-2 | ZINC-PLATED | #1#,5 ISO898-2,1,400013,2500 43 08 100,210401000,9008,,30,59,PC,0.017,KG,0,0,0,0,0,MM,GRZPAT11,5/12/2010
@A6@,,131968962,ZSTD,9008,HEX NUT ISO4032 |- M20 |-ZINC-PLATED |#1# |AMC 2500 43 08 100,,1,200,2500 43 08 100,210401000,9008,131888173,30,3,PC,0,KG,0,0,0,0,0,MM,GRZPAT11,5/12/2010
@A6@,,131968963,ZSTD,9008,HEX NUT (ISO4032) | - M27 - | 5 ISO898-2 | #1#,5 ISO898-2,1,400013,2500 43 08 100,210401000,9008,,30,21,PC,0.160,KG,0,0,0,0,0,MM,GRZPAT11,5/12/2010
@A6@,,131968964,ZSTD,9008,HEX NUT ISO4032 | - M20 - | 5 ISO898-2 | #1#,5 ISO898-2,1,400013,2500 43 08 100,210401000,9008,,30,21,PC,0.060,KG,0,0,0,0,0,MM,GRZPAT11,5/12/2010
@A6@,,131969402,ZSTD,9008,HEX NUT ISO7040 | - M8 - | A2-70 ISO3506-2 |,A2-70 ISO3506-2,,400217,1050 09 08 000,210401000,9008,,30,22,PC,0.005,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,5/14/2010
@A6@,,131970259,ZSTD,9008,HEX NUT ISO4032 |- M27X3 |AMC 1000 09 08 000,,,200,1000 09 08 000,210401000,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,SWLDIC04,5/18/2010
@A6@,,131970284,ZSTD,9008,HEX NUT ISO4032 |- M27 |AMC 5303 00 07 000,,,200,5303 00 07 000,210401000,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,SWLPAU04,5/18/2010
@A6@,,131970321,ZPAR,1261,"HEX NUT | M12,  1.75P GRADE 10.9",,,43864,,210401000,1261,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,EDMROB04,5/18/2010
@A6@,,131970322,ZPAR,1261,"HEX NUT | M24,  3.00P GRADE 10.9",,,43864,,210401000,1261,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,EDMROB04,5/18/2010
@A6@,,131970655,ZSTD,9008,HEX NUT (ISO4032) | - M14 - | A2-70 ISO3506-2 |,A2-70 ISO3506-2,,400013,1050 09 08 000,210401000,9008,,30,438,PC,0.025,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,5/19/2010
@A6@,,131973180,ZPAR,1002,"CLUTCH WITH HEX NUT | 52632,  Z.-NR:002 |",,,40163,,210104000,1002,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE01,6/2/2010
@A6@,,131973385,ZSTD,9008,HEX NUT :DIN936 |- M8 |-ZINC-PLATED |AMC 2500 41 08 000,,,200,2500 41 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,6/2/2010
@A6@,,131974359,ZSTD,9008,HEX NUT EN14399-1 |- M20 |-HOT-DIP GALVANIZED | 10 ISO898-2 |AMC 2500 47 08 000,10 ISO898-2,,200,2500 47 08 000,210401000,9008,,30,21,PC,0.080,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,6/8/2010
@A6@,,131975635,ZSTD,9008,HEX NUT ~ISO8673 | - M72X4 - | 8 ISO898-2 |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,2.670,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,6/11/2010
@A6@,,131976849,ZSTD,9008,HEAVY HEX NUT | 1 - 8 | ANSI/ASMEB18.2.2 | AMC 1080 08 08 000,,,47202,1080 08 08 000,210401000,9008,,30,26,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,6/18/2010
@A6@,,131976850,ZSTD,9008,HEAVY HEX NUT | 1-1/8 - 12UNJF | MIL-S-8879 | AMC 1080 08 08 000,,,47202,1080 08 08 000,210401000,9008,,30,21,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,6/18/2010
@A6@,,131978894,ZSTD,9008,HEX NUT | 1-1/4 - 7 | ANSI/ASMEB18.2.2 | AMC 1000 08 08 000,,,201,1000 08 08 000,210401000,9008,131306363,30,3,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,6/24/2010
@A6@,,131978928,ZPAR,1002,"SOCKET HEAD CAP SCREW | SS304 M6X25 DIN ALLEN CAP SCREW C/W 2FW, SW & HEX NUT",,,43906,,210401000,1002,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,SINCHE03,6/25/2010
@A6@,,131979308,ZSTD,9008,HEX NUT ~ISO8673 |- M8X1.25 |AMC 1000 09 08 000,,,200,1000 09 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,6/28/2010
@A6@,,131981188,ZSTD,9008,HEX NUT ISO7040 | - M5 - | A2-70 ISO3506-2 |,A2-70 ISO3506-2,,400217,1050 09 08 000,210401000,9008,,30,22,PC,0.002,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,7/6/2010
@A6@,,131982910,ZSTD,9008,HEX NUT :DIN985 |- M30 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,,30,23,PC,0.212,KG,0.000,0.000,0.000,0.000,0.000,,VIEMIC15,7/14/2010
@A6@,,131982937,ZSTD,9008,HEX NUT ~ISO8673 | - M27X3 - | 8 ISO898-2 |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.165,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,7/14/2010
@A6@,,131982941,ZSTD,9008,HEX NUT :DIN985 |- M12 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,,30,43,PC,0.019,KG,0.000,0.000,0.000,0.000,0.000,,VIEMIC15,7/14/2010
@A6@,,131985712,ZSTD,9008,HEX NUT | 1/2 - 13 UNC | ANSI/ASMEB18.2.2 | AMC 5352 00 07 000,,,201,5352 00 07 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,SWLPAU04,7/19/2010
@A6@,,131985789,ZSTD,9008,HEX NUT (ISO8673) | - M20X2 - | A4-70 ISO3506-2 |,A4-70 ISO3506-2,,400138,1000 09 08 000,210401000,9008,,30,21,PC,0.071,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,7/20/2010
@A6@,,131987478,ZSTD,9008,HEAVY HEX NUT | 1-1/4 - 7 | ANSI/ASMEB18.2.2 | AMC 1000 08 08 000,,,47202,1000 08 08 000,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,MUNROY01,7/29/2010
@A6@,,131987531,ZPAR,1005,"HEX NUT | TRI-STATE IND. 1213TFN | 1/2""-13 TEFLON COATED HEX NUT ANSI/ASME B18.2.2",5 ISO898-2,,43864,2500 43 08 000,210401000,1005,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,ARLERI04,7/29/2010
@A6@,,131988068,ZSTD,9008,HEX NUT (ISO4032) | - M27 - | 21CRMOV5-7+QT EN10269 | ZINC-PLATED | #1#,21CrMoV5-7+QT EN10269,1,400013,2718 01 08 100,210401000,9008,,30,21,PC,0.160,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,8/3/2010
@A6@,,131988920,ZSTD,9008,HEX NUT | 1-1/8 - 7 - CADMIUM-PLATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 002,,,201,2703 00 08 002,210401000,9008,,30,21,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,8/6/2010
@A6@,,131988932,ZSTD,9008,HEX NUT | 1 - 8 | ANSI/ASMEB18.2.2 | # 2 # | AMC 1172 15 08 200,,2,201,1172 15 08 200,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,MUNROY01,8/6/2010
@A6@,,131989156,ZSTD,9008,HEX NUT ISO8673 | - M16X1.5 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,131317080,30,3,PC,0.038,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,8/9/2010
@A6@,,131989697,ZSTD,9008,HEX NUT ~ISO8673 | - M56X3 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400138,1000 08 08 000,210401000,9008,,30,22,PC,1.428,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,8/11/2010
@A6@,,131989966,ZSTD,9008,HEX NUT (ISO8673) | - M20X2 - | A4-70 ASTMF836M |,A4-70 ASTMF836M,,400138,1000 09 08 000,210401000,9008,,30,21,PC,0.071,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,8/12/2010
@A6@,,131990110,ZSTD,9008,HEX NUT ISO4032 | - M16 - | CUSN12-C-GC |,CuSn12-C-GC,,400013,5003 00 08 000,210401000,9008,,30,21,PC,0.040,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,8/13/2010
@A6@,,131991711,ZSTD,9008,HEX NUT ISO4032 | - M10 - | PA6.6 |,PA6.6,,400013,6214 00 00 000,210401000,9008,,30,21,PC,0.009,KG,0.000,0.000,0.000,0.000,0.000,,GRZOP03,8/23/2010
@A6@,,131991864,ZSTD,9008,HEX NUT | 5/8 - 11 | ANSI/ASMEB18.2.2 | AMC 2503 00 08 001,,,201,2503 00 08 001,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,MUNROY01,8/23/2010
@A6@,,131993493,ZSTD,9008,HEX NUT ISO4032 | - M48 - | C45E+QT EN10269 |,C45E+QT EN10269,,400013,2700 01 08 000,210401000,9008,,30,21,PC,1,KG,0.000,0.000,0.000,0.000,0.000,,KTKLII02,8/31/2010
@A6@,,131993496,ZSTD,9008,HEX NUT ISO4032 | - M30 - | C35E+QT EN10269 |,C35E+QT EN10269,,400013,2701 01 08 000,210401000,9008,,30,21,PC,0.300,KG,0.000,0.000,0.000,0.000,0.000,,KTKLII02,8/31/2010
@A6@,,131994168,ZSTD,9008,HEX NUT (ISO4032) | - M60 - | 8 ISO898-2 |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,1.690,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,9/3/2010
@A6@,,131995390,ZSTD,9008,HEX NUT | 1-1/2 - 8 UN | ANSI/ASMEB18.2.2 | # 2 # | AMC 2601 01 08 200,,2,201,2601 01 08 200,210401000,9008,,30,21,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,9/8/2010
@A6@,,131998279,ZSTD,9008,HEX NUT ~ISO8673 |- M30X1.5 |-ZINC-PLATED | 8 ISO898-2 |AMC 2500 45 08 000,8 ISO898-2,,200,2500 45 08 000,210401000,9008,131998333,30,3,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,9/20/2010
@A6@,,131998333,ZSTD,9008,HEX NUT ~ISO8673 | - M30X1.5 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.223,KG,0.000,0.000,0.000,0.000,0.000,,GRZGER68,9/20/2010
@A6@,,131998505,ZSTD,9008,HEX NUT | 3/4 - 10 | ANSI/ASMEB18.2.2 | # 2 # | AMC 1050 08 08 200,,2,201,1050 08 08 200,210401000,9008,,30,21,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,9/20/2010
@A6@,,131999518,ZSTD,9008,HEX NUT ISO7040 | - M6 - | 8 ISO898-2 |,8 ISO898-2,,400217,2500 45 08 000,210401000,9008,,30,66,PC,0.003,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,9/24/2010
@A6@,,132012043,ZSTD,9008,HEX NUT | 5/8 - 11 UNC | ~DIN2510 NF | # 2 # | 8 ASMESA194/SA194M | AMC 1050 08 08 200,8 ASMESA194/SA194M,2,201,1050 08 08 200,210401000,9008,,30,21,PC,0.090,LB,0.000,0.000,0.000,0.000,0.000,,KTKLII02,9/28/2010
@A6@,,132012252,ZSTD,9008,HEX NUT (ISO4032) | - M27 - | A4-80 ISO3506-2 | #1#,A4-80 ISO3506-2,1,400013,1000 10 08 100,210401000,9008,,30,21,PC,0.170,KG,0.000,0.000,0.000,0.000,0.000,,KTKLII02,9/29/2010
@A6@,,132012378,ZSTD,9008,HEX NUT (ISO8673) | - M14X1.5 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.025,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,9/29/2010
@A6@,,132012705,ZSTD,9008,HEX NUT ~ISO8673 | - M27X1.5 - | CARBON STEEL ACC. GEOM. STD. | ZINC-PLATED |,CARBON STEEL ACC. GEOM. STD.,,400138,3999 00 00 000,210401000,9008,,30,23,PC,0.165,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,10/1/2010
@A6@,,132015880,ZSTD,9008,HEX NUT | 1/2 - 13 | ANSI/ASMEB18.2.2 | AMC 5530 00 08 000,,,201,5530 00 08 000,210401000,9008,,30,21,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,10/5/2010
@A6@,,132016390,ZSTD,9008,HEX NUT ~ISO4035 |- M20X1.5 | A4-70 ISO3506-2 |AMC 1000 09 08 000,A4-70 ISO3506-2,,200,1000 09 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,10/7/2010
@A6@,,132016728,ZSTD,9008,HEX NUT | 7/8 - 9 | ANSI/ASMEB18.2.2 | AMC 1000 08 08 000,,,201,1000 08 08 000,210401000,9008,,30,21,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,10/8/2010
@A6@,,132018500,ZSTD,9008,HEX NUT ISO4032 | - M16 - | 8 ASMESA194/SA194M | #2#,8 ASMESA194/SA194M,2,400013,1050 08 08 200,210401000,9008,,30,21,PC,0.033,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,10/15/2010
@A6@,,132018502,ZSTD,9008,HEX NUT (ISO4032) | - M27 - | 8 ASMESA194/SA194M | #2#,8 ASMESA194/SA194M,2,400013,1050 08 08 200,210401000,9008,,30,265,PC,0.164,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,10/15/2010
@A6@,,132018606,ZSTD,9008,"HEX NUT | 7/8"" - 9 | ANSI/ASMEB18.2.2 | # 2 # | AMC 1050 08 08 200",,2,201,1050 08 08 200,210401000,9008,,30,21,PC,0.297,LB,0.000,0.000,0.000,0.000,0.000,,GLFJOH04,10/15/2010
@A6@,,132023652,ZSTD,9008,HEX NUT | 1-1/8 - 12 UNF | ANSI/ASMEB18.2.2 | # 2 # | AMC 2601 01 08 200,,2,201,2601 01 08 200,210401000,9008,,30,21,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,10/22/2010
@A6@,,132025029,ZSTD,9008,HEX NUT (ISO8673) | - M33X2 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.294,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,10/28/2010
@A6@,,132025757,ZSTD,9008,"HEX NUT | 7/8"" - 9 | ANSI/ASMEB18.2.2 | AMC 2500 45 08 000",,,201,2500 45 08 000,210401000,9008,,30,21,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,MUNROY01,11/2/2010
@A6@,,132027237,ZSTD,9008,HEX NUT | 3/4 - 10 | ANSI/ASMEB18.2.2 | AMC 1000 08 08 000,,,201,1000 08 08 000,210401000,9008,131306341,30,3,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,11/5/2010
@A6@,,132028260,ZSTD,9008,HEX NUT ISO4032 | - M10 - | 5 ISO898-2 | A2D | #8#,5 ISO898-2,8,400013,2500 43 08 800,210401000,9008,,30,434,PC,0.012,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,11/9/2010
@A6@,,132029810,ZPAR,1961,"HEX NUT | MCMASTER-CARR 91847A555 | 18-8 SS, 3/4""-16 THREAD, 1-1/8""W, 27/4""H, 10/PKG",,,43864,,210401000,1961,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,ATLLAR06,11/15/2010
@A6@,,132030327,ZSTD,9008,HEX NUT ~ISO4032 | - M42X2 - | A4-70 ISO3506-2 |,A4-70 ISO3506-2,,400013,1000 09 08 000,210401000,9008,,30,21,PC,0.650,KG,0.000,0.000,0.000,0.000,0.000,,GRZGER68,11/17/2010
@A6@,,132030563,ZSTD,9008,HEX NUT | 1 - 14 UNS | ANSI/ASMEB18.2.2 | # 2 # | AMC 2601 01 08 200,,2,201,2601 01 08 200,210401000,9008,,30,916,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,11/17/2010
@A6@,,132034639,ZSTD,9008,HEX NUT ISO4033 | - M24 - | 2H ASTMA194/A194M |,2H ASTMA194/A194M,,400171,2601 01 08 000,210401000,9008,,30,21,PC,0.138,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,12/1/2010
@A6@,,132034643,ZSTD,9008,HEX NUT ISO4032 | - M16 - | 2H ASTMA194/A194M |,2H ASTMA194/A194M,,400013,2601 01 08 000,210401000,9008,,30,21,PC,0.030,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,12/1/2010
@A6@,,132034644,ZSTD,9008,HEX NUT ~ISO4033 | - M56X5.5 - | 2H ASTMA194/A194M |,2H ASTMA194/A194M,,400171,2601 01 08 000,210401000,9008,,30,21,PC,1.400,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,12/1/2010
@A6@,,132035333,ZSTD,9008,HEX NUT ISO8673 | - M36X3 - | A4-70 ISO3506-2 |,A4-70 ISO3506-2,,400138,1000 09 08 000,210401000,9008,,30,21,PC,0.430,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,12/2/2010
@A6@,,132036515,ZSTD,9008,HEX NUT (ISO4032) | - M33 - LH | 8 ISO898-2 |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.288,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,12/7/2010
@A6@,,132037722,ZSTD,9008,HEX NUT | 1-1/8 - 7 | ANSI/ASMEB18.2.2 | # 2 # | AMC 1080 08 08 200,,2,201,1080 08 08 200,210401000,9008,,30,916,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,12/9/2010
@A6@,,132038292,ZSTD,9008,HEX NUT ISO4032 | - M30 - | B7 ASMESA193/SA193M | #2#,B7 ASMESA193/SA193M,2,400013,2702 01 07 200,210401000,9008,,30,990,PC,0.220,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,12/13/2010
@A6@,,132038293,ZSTD,9008,HEX NUT ISO4032 |- M20 |#2# | 7 ASMESA194/SA194M |AMC 2702 01 08 200,7 ASMESA194/SA194M,2,200,2702 01 08 200,210401000,9008,131454087,30,3,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,12/13/2010
@A6@,,132038619,ZSTD,9008,HEX NUT DIN6330 |- B- M20 | A2-70 ISO3506-2 |AMC 1050 09 08 000,A2-70 ISO3506-2,,200,1050 09 08 000,210401000,9008,,30,24,PC,0.107,KG,0.000,0.000,0.000,0.000,0.000,,GRZGER68,12/14/2010
@A6@,,132038712,ZSTD,9008,HEX NUT ~ISO4032 | - M36X3 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,26,PC,0.439,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,12/14/2010
@A6@,,132040091,ZSTD,9008,HEX NUT ISO7719 |- M24 | 8 ISO898-2 |AMC 2500 45 08 000,8 ISO898-2,,200,2500 45 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,12/17/2010
@A6@,,132042607,ZSTD,9008,HEX NUT ISO4032 | - M30 - | 12 ISO898-2 | DACROMET 320 A |,12 ISO898-2,,400013,2500 48 08 000,210401000,9008,,30,21,PC,0.220,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,1/3/2011
@A6@,,132042760,ZSTD,9008,HEX NUT ISO4032 | - M36 - | 12 ISO898-2 | DACROMET 320 A |,12 ISO898-2,,400013,2500 48 08 000,210401000,9008,,30,21,PC,0.400,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,1/4/2011
@A6@,,132043050,ZSTD,9008,HEX NUT ISO4032 | - M12 - | 10 ISO898-2 | D9T |,10 ISO898-2,,400013,2500 47 08 000,210401000,9008,,30,22,PC,0.017,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,1/5/2011
@A6@,,132043409,ZSTD,9008,HEX NUT | 3/8 - 16 | ANSI/ASMEB18.2.2 | GROUP 2 CW1 ASTMF594 | AMC 1001 33 08 000,Group 2 CW1 ASTMF594,,201,1001 33 08 000,210401000,9008,131306333,30,3,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,1/6/2011
@A6@,,132043519,ZSTD,9008,HEX NUT | 1 1/2 - 12 UNF | ASMEB18.2.2 | GROUP 2 CW2 ASTMF594 | AMC 1001 34 08 000,Group 2 CW2 ASTMF594,,201,1001 34 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,1/7/2011
@A6@,,132043531,ZSTD,9008,HEX NUT - JAM | 1 1/2 - 12 UNF | ASMEB18.2.2 | GROUP 2 CW2 ASTMF594 | AMC 1001 34 08 000,Group 2 CW2 ASTMF594,,201,1001 34 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,1/7/2011
@A6@,,132044066,ZUGR,8001,Hex nut M10 for clip,,,,,,8001,,30,0,PC,1,KG,100,100,100,0,0,MM,GRZKAR31,1/11/2011
@A6@,,132044130,ZSTD,9008,"HEX NUT | 1/4"" - 20 | ANSI/ASMEB18.2.2 | AMC 1000 08 08 000",,,201,1000 08 08 000,210401000,9008,,30,21,PC,0.010,LB,0.000,0.000,0.000,0.000,0.000,,GLFJOH04,1/11/2011
@A6@,,132044220,ZUGR,8001,Hex Nut M16,,,,,,8001,,30,0,PC,1,KG,100,100,100,0,0,MM,GRZKAR31,1/11/2011
@A6@,,132044233,ZUGR,8001,Hex Nut M12,,,,,,8001,,30,0,PC,1,KG,100,100,100,0,0,MM,GRZKAR31,1/11/2011
@A6@,,132044640,ZSTD,9008,HEX NUT ISO7040 | - M6 - | 1.4401+AT EN10269 |,1.4401+AT EN10269,,400217,1001 00 08 000,210401000,9008,,30,21,PC,0.003,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,1/12/2011
@A6@,,132045391,ZUGR,8001,Hex Nut M8,,,,,,8001,,30,0,PC,1,KG,0.000,0.000,0.000,0.000,0.000,,GRZPIE01,1/14/2011
@A6@,,132046256,ZSTD,9008,HEX NUT | 5/8 - 11 | ANSI/ASMEB18.2.2 | ALLOY 400 ASTMF467 | AMC 5360 00 08 000,Alloy 400 ASTMF467,,201,5360 00 08 000,210401000,9008,,30,327,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,1/18/2011
@A6@,,132046791,ZSTD,9008,"HEAVY HEX NUT | 5/8"" - 11 | ASME B18.2.2 | 2H ASTMA194/A194M | AMC 2601 01 08 000",2H ASTMA194/A194M,,47202,2601 01 08 000,210401000,9008,,30,541,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,ARLERI04,1/19/2011
@A6@,,132049020,ZPAR,9098,HEX NUT | MILLER 601880 |,,,43864,,350105000,9098,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,PELPAT04,1/26/2011
@A6@,,132049132,ZPAR,9098,HEX NUT | MILLER 601879 |,,,43864,,350105000,9098,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,PELPAT04,1/26/2011
@A6@,,132049237,ZSTD,9008,HEX NUT ISO4032 | - M12 - LH | 8 ISO898-2 |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,63,PC,0.017,KG,0.000,0.000,0.000,0.000,0.000,,GRZGER68,1/27/2011
@A6@,,132049377,ZSTD,9008,HEX NUT :DIN985 |- M10 | 8 ISO898-2 |AMC 2500 45 08 000,8 ISO898-2,,200,2500 45 08 000,210401000,9008,,30,385,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,1/27/2011
@A6@,,132051314,ZSTD,9008,HEX NUT ISO4032 | - M16 - | 1.7709+QT EN10269 |,1.7709+QT EN10269,,400013,2718 01 08 000,210401000,9008,,30,21,PC,0.030,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,2/3/2011
@A6@,,132051315,ZSTD,9008,HEX NUT ISO4032 | - M20 - | 1.7709+QT EN10269 |,1.7709+QT EN10269,,400013,2718 01 08 000,210401000,9008,,30,21,PC,0.060,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,2/3/2011
@A6@,,132051316,ZSTD,9008,HEX NUT ISO4032 | - M24 - | 1.7709+QT EN10269 |,1.7709+QT EN10269,,400013,2718 01 08 000,210401000,9008,,30,21,PC,0.110,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,2/3/2011
@A6@,,132053157,ZSTD,9008,HEX NUT (ISO7719) |- M14 | 10 ISO898-2 |AMC 2500 47 08 000,10 ISO898-2,,200,2500 47 08 000,210401000,9008,,30,21,PC,0.030,KG,0.000,0.000,0.000,0.000,0.000,,GRZGER68,2/11/2011
@A6@,,132053793,ZUGR,8001,Hex Nut M12  to 300082807,,,,,,8001,,30,0,PC,1,KG,0.000,0.000,0.000,0.000,0.000,,GRZPIE01,2/15/2011
@A6@,,132054822,ZSTD,9008,HEAVY HEX NUT | 1-1/4 - 8 | ANSI/ASMEB18.2.2 | AMC 1000 08 08 000,,,47202,1000 08 08 000,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,MUNROY01,2/17/2011
@A6@,,132056725,ZSTD,9008,HEX NUT ISO4032 | - M12 - | B7 ASMESA193/SA193M | AUTOCATALYTIC NICKEL COATING | #6#,B7 ASMESA193/SA193M,6,400013,2702 01 07 600,210401000,9008,,30,21,PC,0.017,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,2/24/2011
