MM03,ARI Status,Material,Material Type,Product home,Material Description Andritz,Basic material,Code Material,Andritz Standard Text,Andritz Material Code,Material Group,Product hierarchy,Follow up material,X-plant matl status,Andrtiz Reuse Indicator,Base Unit of Measure,Net Weight,Weight unit,Length,Width,Height,Diameter,Thickness,Unit of Dimension,Created by,Created On
@A6@,,131131333,ZSTD,9008,HEX NUT ISO4032 |- M12 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,100002091,30,3,PC,0.014,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,8/3/2006
@A6@,,131131335,ZSTD,9008,HEX NUT ISO4032 | - M16 - | 8 ISO898-2 | HOT-DIP GALVANIZED |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,950,PC,0.033,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,8/3/2006
@A6@,,131131336,ZSTD,9008,HEX NUT ISO4032 |- M16 |AMC 2500 45 08 000,,,200,2500 45 08 000,25270300,9008,100002092,90,1,PC,0.033,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,8/3/2006
@A6@,,131131799,ZSTD,9008,HEX NUT ISO4032 |- M24 |AMC 1990 04 00 000,,,200,1990 04 00 000,25270300,9008,131090590,90,1,PC,0.131,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,8/4/2006
@A6@,,131133187,ZSTD,9008,HEX NUT ISO4032 | - M64 - | 8 ISO898-2 | HOT-DIP GALVANIZED |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,104,PC,1.950,KG,0.000,0.000,0.000,0.000,0.000,,KTKLII02,8/10/2006
@A6@,,131140157,ZSTD,9008,HEX NUT ISO4032 | - M12 - | 10 ISO898-2 |,10 ISO898-2,,400013,2500 47 08 000,210401000,9008,,30,303,PC,0.017,KG,0.000,0.000,0.000,0.000,0.000,,HOLHAN04,8/18/2006
@A6@,,131143708,ZSTD,9008,HEX NUT (ISO8673) | - M45X3 - LH | A2-50 ISO3506-2 |,A2-50 ISO3506-2,,400138,1050 08 08 000,210401000,9008,,30,27,PC,0.800,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA38,8/28/2006
@A6@,,131144866,ZSTD,9008,HEX NUT (ISO4032) | - M45 - | 8 ISO898-2 | A3G |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.800,KG,0.000,0.000,0.000,0.000,0.000,,HOLRII03,8/31/2006
@A6@,,131146835,ZSTD,9008,HEX NUT ISO4032 |- M12 |#1# |AMC 1052 00 02 100,,1,200,1052 00 02 100,210401000,9008,,30,21,PC,0.017,KG,0.000,0.000,0.000,0.000,0.000,,KTKLII02,9/7/2006
@A6@,,131147663,ZSTD,9008,HEX NUT ISO4032 | - M12 - | A2-040 ISO3506-2 |,A2-040 ISO3506-2,,400013,1050 13 08 000,210401000,9008,,30,21,PC,0.017,KG,0.000,0.000,0.000,0.000,0.000,,KTKLII02,9/11/2006
@A6@,,131156535,ZSTD,9008,HEX NUT ISO4032 | - M42 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400013,1000 08 08 000,210401000,9008,,30,21,PC,0.650,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA38,9/12/2006
@A6@,,131158266,ZSTD,9008,HEX NUT ISO4032 |- M24 |AMC 1050 09 08 000,,,200,1050 09 08 000,210401000,9008,131041702,30,3,PC,0.110,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA38,9/15/2006
@A6@,,131158267,ZSTD,9008,HEX NUT ISO8673 | - M24X2 - LH | A2-70 ISO3506-2 |,A2-70 ISO3506-2,,400138,1050 09 08 000,210401000,9008,,30,22,PC,0.124,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA38,9/15/2006
@A6@,,131161039,ZSTD,9008,HEX NUT ISO4032 |- M20 |AMC 2500 45 08 000,,,200,2500 45 08 000,25270300,9008,100002093,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZPRA19,9/22/2006
@A6@,,131161040,ZSTD,9008,HEX NUT ISO4032 |- M30 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,100002096,30,3,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZPRA19,9/22/2006
@A6@,,131161431,ZSTD,9008,HEX NUT ISO8673 | - M12X1.5 - | 8 ISO898-2 |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,114,PC,0.016,KG,0.000,0.000,0.000,0.000,0.000,,GRZPRA19,9/22/2006
@A6@,,131161432,ZSTD,9008,HEX NUT (ISO4032) | - M18 - | 8 ISO898-2 |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,23,PC,0.049,KG,0.000,0.000,0.000,0.000,0.000,,GRZPRA19,9/22/2006
@A6@,,131161433,ZSTD,9008,HEX NUT ISO4032 |- M30 |AMC 1000 09 08 000,,,200,1000 09 08 000,210401000,9008,100002088,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZPRA19,9/22/2006
@A6@,,131161434,ZSTD,9008,HEX NUT |AMC 1050 09 08 000,,,200,1050 09 08 000,210401000,9008,,90,1,PC,0.230,KG,0.000,0.000,0.000,0.000,0.000,,GRZPRA19,9/22/2006
@A6@,,131161436,ZSTD,9008,HEX NUT |AMC 1050 09 08 000,,,200,1050 09 08 000,210401000,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZPRA19,9/22/2006
@A6@,,131161437,ZSTD,9008,HEX NUT ISO4032 |- M36 |AMC 1050 09 08 000,,,200,1050 09 08 000,25270300,9008,131161438,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZPRA19,9/22/2006
@A6@,,131161438,ZSTD,9008,HEX NUT ISO4032 | - M36 - | A2-70 ISO3506-2 |,A2-70 ISO3506-2,,400013,1050 09 08 000,210401000,9008,,30,43,PC,0.442,KG,0.000,0.000,0.000,0.000,0.000,,GRZPRA19,9/22/2006
@A6@,,131161440,ZSTD,9008,HEX NUT ISO4032 | - M24 - LH | 8 ISO898-2 |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,104,PC,0.090,KG,0.000,0.000,0.000,0.000,0.000,,GRZPRA19,9/22/2006
@A6@,,131166774,ZSTD,9008,HEX NUT EN14399-4 | - M24 - HV | 10 ISO898-2 |,10 ISO898-2,,400130,2500 47 08 000,210401000,9008,,30,731,PC,0.174,KG,0.000,0.000,0.000,0.000,0.000,,HOLRII03,10/9/2006
@A6@,,131168155,ZSTD,9008,HEX NUT | 3/4 - 10 UNC | ANSI/ASMEB18.2.2 | AMC 2601 01 08 000,,,201,2601 01 08 000,210401000,9008,,30,138,PC,0.060,KG,0.000,0.000,0.000,0.000,0.000,,KTKLII02,10/12/2006
@A6@,,131170619,ZSTD,9008,HEX NUT |,,,200,,25270300,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZWOL29,10/20/2006
@A6@,,131170978,ZSTD,9008,HEX NUT (ISO4032) | - M33 - | 8 ISO898-2 | A3G |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.288,KG,0.000,0.000,0.000,0.000,0.000,,HOLHAN04,10/20/2006
@A6@,,131171051,ZSTD,9008,HEX NUT |,,,200,,25270300,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZWOL29,10/20/2006
@A6@,,131171052,ZSTD,9008,HEX NUT |,,,200,,25270300,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZWOL29,10/20/2006
@A6@,,131171053,ZSTD,9008,HEX NUT |,,,200,,25270300,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZWOL29,10/20/2006
@A6@,,131185090,ZSTD,9008,HEX NUT ISO4032 |- M20 |-A4 |AMC 2500 45 08 000,,,200,2500 45 08 000,25270300,9008,100002085,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,HOLRII03,11/2/2006
@A6@,,131186343,ZSTD,9008,HEX NUT ISO4032 |- M30 | CARBON STEEL ACC. GEOM. STD. |AMC 3999 00 00 000,CARBON STEEL ACC. GEOM. STD.,,200,3999 00 00 000,210401000,9008,131122379,30,3,PC,0.223,KG,0.000,0.000,0.000,0.000,0.000,,HOLHAN04,11/6/2006
@A6@,,131187887,ZSTD,9008,HEX NUT ISO4036 |- M8 |AMC 1990 02 00 000,,,200,1990 02 00 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZSAN04,11/9/2006
@A6@,,131189345,ZSTD,9008,HEX NUT ISO4032 |- M16 |AMC 2702 01 08 000,,,200,2702 01 08 000,210401000,9008,,90,1,PC,0.030,KG,0.000,0.000,0.000,0.000,0.000,,GRZSAN04,11/14/2006
@A6@,,131189346,ZSTD,9008,HEX NUT ISO4032 | - M16 - | 42CRMO4+QT EN10269 |,42CrMo4+QT EN10269,,400013,2702 01 08 000,210401000,9008,,30,21,PC,0.030,KG,0.000,0.000,0.000,0.000,0.000,,GRZSAN04,11/14/2006
@A6@,,131190196,ZSTD,9008,HEX NUT | 1/2 - 13 UNC | ANSI/ASMEB18.2.2 | AMC 1000 10 08 000,,,201,1000 10 08 000,210401000,9008,,30,21,PC,0.017,KG,0.000,0.000,0.000,0.000,0.000,,KTKPET09,11/15/2006
@A6@,,131190392,ZSTD,9008,HEX NUT ISO4032 |- M12 |-GALVANIZED |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,100002075,90,1,PC,0.015,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,11/15/2006
@A6@,,131194275,ZSTD,9008,HEX NUT ~ISO8673 | - M4X0.7 - | A2-70 ISO3506-2 |,A2-70 ISO3506-2,,400138,1050 09 08 000,210401000,9008,,30,21,PC,0.001,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE17,11/22/2006
@A6@,,131194497,ZSTD,9008,HEX NUT ISO10511 |- M30 |-ZINC-PLATED |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,131197527,30,3,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZWOL29,11/23/2006
@A6@,,131197548,ZSTD,9008,HEX NUT ISO4032 | - M16 - LH | 12 ISO898-2 | ZINC-PLATED |,12 ISO898-2,,400013,2500 48 08 000,210401000,9008,,30,21,PC,0.030,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE17,11/24/2006
@A6@,,131197910,ZSTD,9008,HEX NUT ISO4032 | - M42 - | A2-50 ISO3506-2 |,A2-50 ISO3506-2,,400013,1050 08 08 000,210401000,9008,,30,21,PC,0.650,KG,0.000,0.000,0.000,0.000,0.000,,GRZHER14,11/27/2006
@A6@,,131199994,ZSTD,9008,HEX NUT ISO4032 | - M30 - | C3-80 ISO3506-2 |,C3-80 ISO3506-2,,400013,1150 10 08 000,210401000,9008,,30,46,PC,0.220,KG,0.000,0.000,0.000,0.000,0.000,,GRZWOL29,12/1/2006
@A6@,,131214727,ZSTD,9008,HEX NUT ISO4032 | - M16 - | 42CRMO4+QT EN10269 | #1#,42CrMo4+QT EN10269,1,400013,2702 01 08 100,210401000,9008,,30,21,PC,0.030,KG,0.000,0.000,0.000,0.000,0.000,,GRZGER68,1/3/2007
@A6@,,131215217,ZSTD,9008,HEX NUT ISO4032 |- M12 |AMC 1022 00 08 000,,,200,1022 00 08 000,210401000,9008,131791916,30,3,PC,0.020,KG,0.000,0.000,0.000,0.000,0.000,,SLNPET02,1/4/2007
@A6@,,131215218,ZSTD,9008,HEX NUT ISO4032 | - M10 - | 1.4539 |,1.4539,,400013,1022 00 08 000,210401000,9008,,30,613,PC,0.010,KG,0.000,0.000,0.000,0.000,0.000,,SLNPET02,1/4/2007
@A6@,,131217421,ZSTD,9008,HEX NUT ISO8673 |- M20X1.5 |AMC 1050 09 08 000,,,200,1050 09 08 000,210401000,9008,131126216,30,3,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZGER68,1/9/2007
@A6@,,131217425,ZSTD,9008,HEX NUT ISO8673 | - M20X1.5 - LH | A2-70 ISO3506-2 |,A2-70 ISO3506-2,,400138,1050 09 08 000,210401000,9008,,30,21,PC,0.071,KG,0.000,0.000,0.000,0.000,0.000,,GRZGER68,1/9/2007
@A6@,,131218428,ZSTD,9008,HEX NUT (ISO4032) | - M27 - | A2-70 ISO3506-2 |,A2-70 ISO3506-2,,400013,1050 09 08 000,210401000,9008,,30,110,PC,0.165,KG,0.000,0.000,0.000,0.000,0.000,,GRZHER14,1/11/2007
@A6@,,131220422,ZSTD,9008,HEX NUT ISO4032 | - M16 - | 4 ISO898-2 |,4 ISO898-2,,400013,2500 42 08 000,210401000,9008,,30,21,PC,0.030,KG,0.000,0.000,0.000,0.000,0.000,,GRZHER14,1/16/2007
@A6@,,131224897,ZSTD,9008,HEX NUT ISO4032 | - M3 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.001,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,1/24/2007
@A6@,,131224898,ZSTD,9008,HEX NUT ISO4032 |- M10 |-GALVANIZED |AMC 2500 45 08 000,,,200,2500 45 08 000,25270300,9008,131122320,90,1,PC,0.012,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,1/24/2007
@A6@,,131224899,ZSTD,9008,HEX NUT ISO4032 |- M10 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,100002090,30,3,PC,0.012,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,1/24/2007
@A6@,,131224900,ZSTD,9008,HEX NUT ISO4032 |- M12 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,100002091,30,3,PC,0.018,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,1/24/2007
@A6@,,131224921,ZSTD,9008,HEX NUT (ISO4032) | - M14 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,515,PC,0.021,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,1/24/2007
@A6@,,131224922,ZSTD,9008,HEX NUT ISO4032 |- M20 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,100002093,30,3,PC,0.063,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,1/24/2007
@A6@,,131225497,ZSTD,9008,HEX NUT ~ISO8673 | - M40X2 - | 8 ISO898-2 |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.580,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,1/25/2007
@A6@,,131225498,ZSTD,9008,HEX NUT (ISO8673) | - M39X3 - | 8 ISO898-2 |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.520,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,1/25/2007
@A6@,,131226431,ZSTD,9008,HEX NUT ISO4032 | - M24 - | CARBON STEEL ACC. GEOM. STD. | ZINC-PLATED |,CARBON STEEL ACC. GEOM. STD.,,400013,3999 00 00 000,210401000,9008,,30,22,PC,0.110,KG,0.000,0.000,0.000,0.000,0.000,,GRZSAN04,1/26/2007
@A6@,,131226432,ZSTD,9008,HEX NUT ISO4032 | - M30 - | CARBON STEEL ACC. GEOM. STD. | ZINC-PLATED |,CARBON STEEL ACC. GEOM. STD.,,400013,3999 00 00 000,210401000,9008,,30,91,PC,0.220,KG,0.000,0.000,0.000,0.000,0.000,,GRZSAN04,1/26/2007
@A6@,,131228457,ZSTD,9008,HEX NUT DIN6330 |- M24 |-8 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,,30,124,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,HOLRII03,1/31/2007
@A6@,,131231607,ZSTD,9008,HEX NUT ISO4032 |- M16 |AMC 1022 00 08 000,,,200,1022 00 08 000,210401000,9008,131757236,30,3,PC,0.030,KG,0.000,0.000,0.000,0.000,0.000,,SLNPET02,2/7/2007
@A6@,,131237577,ZSTD,9008,HEX NUT ISO4032 |- M36 |AMC 1050 09 08 000,,,200,1050 09 08 000,210401000,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE17,2/16/2007
@A6@,,131238384,ZSTD,9008,HEX NUT ISO7042 | - M10 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400306,2500 45 08 000,210401000,9008,,30,21,PC,0.012,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,2/19/2007
@A6@,,131238386,ZSTD,9008,HEX NUT ISO7042 | - M8 - | A2-70 ISO3506-2 |,A2-70 ISO3506-2,,400306,1050 09 08 000,210401000,9008,,30,799,PC,0.004,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,2/19/2007
@A6@,,131238512,ZSTD,9008,HEX NUT ISO8673 | - M16X1.5 - LH | A2-70 ISO3506-2 |,A2-70 ISO3506-2,,400138,1050 09 08 000,210401000,9008,,30,21,PC,0.038,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,2/19/2007
@A6@,,131238674,ZSTD,9008,HEX NUT EN1661 | - M6 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400384,2500 45 08 000,210401000,9008,,30,21,PC,0.265,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,2/19/2007
@A6@,,131238675,ZSTD,9008,HEX NUT EN1661 | - M10 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400384,2500 45 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,2/19/2007
@A6@,,131238979,ZSTD,9008,HEX NUT ISO7042 | - M8 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400306,2500 45 08 000,210401000,9008,,30,165,PC,0.005,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,2/20/2007
@A6@,,131239036,ZSTD,9008,HEX NUT ISO4032 | - M20 - | 2H ASMESA194/SA194M | #2#,2H ASMESA194/SA194M,2,400013,2601 01 08 200,210401000,9008,,30,21,PC,0.060,KG,0.000,0.000,0.000,0.000,0.000,,KTKLII02,2/20/2007
@A6@,,131239365,ZSTD,9008,HEX NUT ISO4032 |- M16 |-GALVANIZED |AMC 2500 45 08 000,,,200,2500 45 08 000,25270300,9008,100002076,90,1,PC,0.033,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,2/20/2007
@A6@,,131239404,ZSTD,9008,HEX NUT ISO7042 | - M6 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400306,2500 45 08 000,210401000,9008,,30,21,PC,0.003,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,2/20/2007
@A6@,,131239494,ZSTD,9008,HEX NUT ~ISO4036 |- M10X1 |-ZINC-PLATED | CARBON STEEL ACC. GEOM. STD. |AMC 3999 00 00 000,CARBON STEEL ACC. GEOM. STD.,,200,3999 00 00 000,210401000,9008,,30,21,PC,0.009,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,2/20/2007
@A6@,,131239495,ZSTD,9008,HEX NUT ~ISO4036 |- M18 |-ZINC-PLATED | CARBON STEEL ACC. GEOM. STD. |AMC 3999 00 00 000,CARBON STEEL ACC. GEOM. STD.,,200,3999 00 00 000,210401000,9008,,30,21,PC,0.024,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,2/20/2007
@A6@,,131244885,ZSTD,9008,HEX NUT ISO4032 | - M12 - | A4-80 316L MO+ ISO3506-2 |,A4-80 316L Mo+ ISO3506-2,,400013,1010 03 08 000,210401000,9008,,30,21,PC,0.017,KG,0.000,0.000,0.000,0.000,0.000,,GRZSAN04,2/28/2007
@A6@,,131244888,ZSTD,9008,HEX NUT ISO4032 | - M20 - | A4-80 316L MO+ ISO3506-2 |,A4-80 316L Mo+ ISO3506-2,,400013,1010 03 08 000,210401000,9008,,30,21,PC,0.077,KG,0.000,0.000,0.000,0.000,0.000,,GRZSAN04,2/28/2007
@A6@,,131244917,ZSTD,9008,HEX NUT ISO4032 | - M24 - | A4-80 316L MO+ ISO3506-2 |,A4-80 316L Mo+ ISO3506-2,,400013,1010 03 08 000,210401000,9008,,30,21,PC,0.133,KG,0.000,0.000,0.000,0.000,0.000,,GRZSAN04,2/28/2007
@A6@,,131244976,ZSTD,9008,HEX NUT ISO4032 | - M16 - | A4-80 316L MO+ ISO3506-2 |,A4-80 316L Mo+ ISO3506-2,,400013,1010 03 08 000,210401000,9008,,30,21,PC,0.041,KG,0.000,0.000,0.000,0.000,0.000,,GRZSAN04,2/28/2007
@A6@,,131244992,ZSTD,9008,HEX NUT ISO4032 | - M6 - | A4-80 316L MO+ ISO3506-2 |,A4-80 316L Mo+ ISO3506-2,,400013,1010 03 08 000,210401000,9008,,30,21,PC,0.003,KG,0.000,0.000,0.000,0.000,0.000,,GRZSAN04,2/28/2007
@A6@,,131245031,ZSTD,9008,HEX NUT DIN6331 |- M8 |AMC 2500 47 08 000,,,200,2500 47 08 000,210401000,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,2/28/2007
@A6@,,131245033,ZSTD,9008,HEX NUT DIN6331 |- M30X2 |AMC 2500 47 08 000,,,200,2500 47 08 000,210401000,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZMIC33,2/28/2007
@A6@,,131247631,ZSTD,9008,HEX NUT ISO4032 | - M8 - | 1.4529 EN10088-3 |,1.4529 EN10088-3,,400013,1021 00 08 000,210401000,9008,,30,21,PC,0.006,KG,0.000,0.000,0.000,0.000,0.000,,GRZSAN04,3/2/2007
@A6@,,131249754,ZSTD,9008,HEX NUT ~ISO4032 | - M70 - | 10 ISO898-2 |,10 ISO898-2,,400013,2500 47 08 000,210401000,9008,,30,21,PC,2.400,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249755,ZSTD,9008,HEX NUT ~ISO8673 | - M100X6 - | 10 ISO898-2 |,10 ISO898-2,,400138,2500 47 08 000,210401000,9008,,30,21,PC,6,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249756,ZSTD,9008,HEX NUT ISO8673 | - M64X4 - | 10 ISO898-2 |,10 ISO898-2,,400138,2500 47 08 000,210401000,9008,,30,21,PC,1.955,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249757,ZSTD,9008,HEX NUT ISO8673 | - M64X4 - LH | 10 ISO898-2 |,10 ISO898-2,,400138,2500 47 08 000,210401000,9008,,30,21,PC,1.955,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249881,ZSTD,9008,HEX NUT ~ISO8673 | - M80X2 - | 10 ISO898-2 |,10 ISO898-2,,400138,2500 47 08 000,210401000,9008,,30,21,PC,3.440,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249882,ZSTD,9008,HEX NUT ~ISO8673 | - M80X4 - | 10 ISO898-2 |,10 ISO898-2,,400138,2500 47 08 000,210401000,9008,,30,21,PC,3.440,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249883,ZSTD,9008,HEX NUT ~ISO8673 | - M90X6 - | 10 ISO898-2 |,10 ISO898-2,,400138,2500 47 08 000,210401000,9008,,30,21,PC,5.400,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249884,ZSTD,9008,HEX NUT ~ISO8673 | - M90X6 - LH | 10 ISO898-2 |,10 ISO898-2,,400138,2500 47 08 000,210401000,9008,,30,21,PC,5.400,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249885,ZSTD,9008,HEX NUT ISO4032 |- M12 |AMC 2500 43 08 000,,,200,2500 43 08 000,210401000,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249886,ZSTD,9008,HEX NUT ISO4032 |- M16 |AMC 2500 43 08 000,,,200,2500 43 08 000,210401000,9008,100002103,30,3,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249887,ZSTD,9008,HEX NUT ISO4032 |- M20 |AMC 2500 43 08 000,,,200,2500 43 08 000,210401000,9008,100002189,30,3,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249888,ZSTD,9008,HEX NUT ISO4032 |- M24 |AMC 2500 43 08 000,,,200,2500 43 08 000,210401000,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249890,ZSTD,9008,HEX NUT ISO8673 | - M20X1.5 - | 8 ISO898-2 |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,179,PC,0.071,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249931,ZSTD,9008,HEX NUT ISO8673 |- M27X2 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,131005723,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249932,ZSTD,9008,HEX NUT ~ISO8673 |- M30X1.5 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,100002068,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249933,ZSTD,9008,HEX NUT ~ISO8673 | - M36X1.5 - | 8 ISO898-2 |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.393,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249934,ZSTD,9008,HEX NUT ~ISO8673 | - M45X1.5 - | 8 ISO898-2 |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.800,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249936,ZSTD,9008,HEX NUT ~ISO8673 | - M48X1.5 - | 8 ISO898-2 |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.956,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249937,ZSTD,9008,HEX NUT ISO8673 | - M64X4 - | 8 ISO898-2 |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,1.955,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249938,ZSTD,9008,HEX NUT ISO4032 |- M6 |-A3F | 8 ISO898-2 |AMC 2500 45 08 000,8 ISO898-2,,200,2500 45 08 000,210401000,9008,131249974,90,1,PC,0.003,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249940,ZSTD,9008,HEX NUT ISO4032 |- M2.5 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249971,ZSTD,9008,HEX NUT ISO4032 | - M3 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.001,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249972,ZSTD,9008,HEX NUT ISO4032 | - M4 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,394,PC,0.001,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
